date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:55:15	449599/449599	---M--	200	added ('OK')	application/pdf	etag:%226dc3f-5e9a6a0a96ceb%22	https://www.puretelecom.ie/files/Other-ChargesDocument-updated-2022.pdf	D:/website/sunrise/www.puretelecom.ie/files/Other-ChargesDocument-updated-2022.pdf	(from https://www.puretelecom.ie/other-charges)
16:55:15	871812/871812	---M--	200	added ('OK')	application/pdf	etag:%22d4d84-5e713b07638ea%22	https://www.puretelecom.ie/files/call-rates-2019-updated.pdf	D:/website/sunrise/www.puretelecom.ie/files/call-rates-2019-updated.pdf	(from https://www.puretelecom.ie/call-rates)
16:55:15	62161/62161	---M--	200	added ('OK')	image/gif	etag:%22f2d1-5e713b0799449%22	https://www.puretelecom.ie/image/loading.gif	D:/website/sunrise/www.puretelecom.ie/image/loading.gif	(from https://www.puretelecom.ie/cooling-off-cancellation-form)
16:55:18	206482/206482	---M--	200	added ('OK')	application/pdf	etag:%2232692-5e713b07619aa%22	https://www.puretelecom.ie/files/Cooling-Off-Period-Cancellation-Form-pure-telecom.pdf	D:/website/sunrise/www.puretelecom.ie/files/Cooling-Off-Period-Cancellation-Form-pure-telecom.pdf	(from https://www.puretelecom.ie/cooling-off-cancellation-form)
16:55:20	462849/462849	---M--	200	added ('OK')	image/png	etag:%22990bc-5e713b0786b69%22	https://www.puretelecom.ie/image/catalog/content/troubleshooting/zyxel/image1.png	D:/website/sunrise/www.puretelecom.ie/image/catalog/content/troubleshooting/zyxel/image1.png	(from https://www.puretelecom.ie/modem-zyxel)
16:55:21	646868/646868	---M--	200	added ('OK')	image/png	etag:%22ee30f-5e713b0786b69%22	https://www.puretelecom.ie/image/catalog/content/troubleshooting/zyxel/image2.png	D:/website/sunrise/www.puretelecom.ie/image/catalog/content/troubleshooting/zyxel/image2.png	(from https://www.puretelecom.ie/modem-zyxel)
16:55:21	423493/423493	---M--	200	added ('OK')	image/png	etag:%228a77f-5e713b0787b09%22	https://www.puretelecom.ie/image/catalog/content/troubleshooting/zyxel/image3.png	D:/website/sunrise/www.puretelecom.ie/image/catalog/content/troubleshooting/zyxel/image3.png	(from https://www.puretelecom.ie/modem-zyxel)
16:55:23	558591/558591	---M--	200	added ('OK')	image/png	etag:%22885ff-5e713b0787b09%22	https://www.puretelecom.ie/image/catalog/content/troubleshooting/zyxel/image4.png	D:/website/sunrise/www.puretelecom.ie/image/catalog/content/troubleshooting/zyxel/image4.png	(from https://www.puretelecom.ie/modem-zyxel)
16:55:23	42405/42405	---M--	200	added ('OK')	image/png	etag:%221086a-5e713b0785bc9%22	https://www.puretelecom.ie/image/catalog/content/troubleshooting/zyxel/Picture%205.png	D:/website/sunrise/www.puretelecom.ie/image/catalog/content/troubleshooting/zyxel/Picture%205.png	(from https://www.puretelecom.ie/modem-zyxel)
16:55:23	26770/26770	---M--	200	added ('OK')	image/png	etag:%229009-5e713b0785bc9%22	https://www.puretelecom.ie/image/catalog/content/troubleshooting/zyxel/Picture%206.png	D:/website/sunrise/www.puretelecom.ie/image/catalog/content/troubleshooting/zyxel/Picture%206.png	(from https://www.puretelecom.ie/modem-zyxel)
